# x z lx lz
0 0.0179994 -0 -0
0 0.0184994 -0 -0
0 0.0189994 -0 0
0 0.0194993 -0 -0
0 0.0199993 -0 -0
0 0.0204993 -0 -0
0 0.0209993 -0 -0
0 0.0214993 -0 -0
0 0.0219993 -0 -0
0 0.0224992 -0 -0
0 0.0229992 -0 -0
0 0.0234992 -0 -0
0 0.0239992 -0 -0
0 0.0244992 -0 -0
0 0.0249992 -0 -0
0 0.0254992 -0 -0
0 0.0259991 -0 -0
0 0.0264991 -0 -0
0 0.0269991 -0 -0
0 0.0274991 -0 -0
0 0.0279991 -0 -0
0 0.0284991 -0 -0
0 0.028999 -0 -0
0 0.029499 -0 -0
0 0.029999 -0 -0
0.000499983 -0.029999 0.00324 0.004867
0.000499983 -0.029499 0.001807 0.005124
0.000499983 -0.028999 0.0004015 0.0053765
0.000499983 -0.0284991 -1.85e-05 0.004356
0.000499983 -0.0279991 -0.0002935 0.004577
0.000499983 -0.0274991 -0.000222 0.003751
0.000499983 -0.0269991 -8.6e-05 0.0039725
0.000499983 -0.0264991 -0.0003175 0.004023
0.000499983 -0.0259991 -0.0005755 0.003727
0.000499983 -0.0254992 -0.00012 0.0047955
0.000499983 -0.0249992 -4.95e-05 0.0036445
0.000499983 -0.0244992 -0.000373 0.0043355
0.000499983 -0.0239992 -4.8e-05 0.004117
0.000499983 -0.0234992 0.0002275 0.00402
0.000499983 -0.0229992 0.0002465 0.004308
0.000499983 -0.0224992 -0.0002315 0.004223
0.000499983 -0.0219993 -0.0002295 0.0040775
0.000499983 -0.0214993 -0.0001205 0.003914
0.000499983 -0.0209993 -9.25e-05 0.003794
0.000499983 -0.0204993 -7.3e-05 0.003722
0.000499983 -0.0199993 -5.85e-05 0.003689
0.000499983 -0.0194993 -5e-05 0.00368
0.000499983 -0.0189994 -5.35e-05 0.0037
0.000499983 -0.0184994 -0.0001315 0.003724
0.000499983 -0.0179994 -0.000173 0.003717
0.000499983 -0.0174994 -0.0001965 0.00368
0.000499983 -0.0169994 -9.95e-05 0.003891
0.000499983 -0.0164994 -1.9e-05 0.0038605
0.000499983 -0.0159995 -0.000144 0.003057
0.000499983 -0.0154995 -0.0001185 0.003703
0.000499983 -0.0149995 -0.0004465 0.00333
0.000499983 -0.0144995 -0.0003485 0.003017
0.000499983 -0.0139995 -2e-06 0.0028745
0.000499983 -0.0134996 0.000235 0.0033995
0.000499983 -0.0129996 6.5e-05 0.002838
0.000499983 -0.0124996 0.0002225 0.00293
0.000499983 -0.0119996 0.000136 0.0027895
0.000499983 -0.0114996 -0.0002065 0.0031585
0.000499983 -0.0109996 -0.000433 0.003855
0.000499983 -0.0104996 5e-05 0.0029265
0.000499983 -0.00999967 -0.000232 0.004025
0.000499983 -0.00949968 -0.0002605 0.0031745
0.000499983 -0.0089997 -0.0003845 0.002872
0.000499983 -0.00849972 -0.000173 0.002775
0.000499983 -0.00799973 0.0001855 0.00284
0.000499983 -0.00749975 -2.5e-06 0.0034095
0.000499983 -0.00699977 1.5e-06 0.0033065
0.000499983 -0.00649978 9.85e-05 0.002892
0.000499983 -0.0059998 3.35e-05 0.0028525
0.000499983 -0.00549982 -2e-05 0.002801
0.000499983 -0.00499983 -4.6e-05 0.0027205
0.000499983 -0.00449985 0.0001285 0.0026735
0.000499983 -0.00399987 -0.000157 0.00393
0.000499983 -0.00349988 -0.0002075 0.0026895
0.000499983 -0.0029999 3.75e-05 0.003117
0.000499983 -0.00249992 1.05e-05 0.0027015
0.000499983 -0.00199993 -6.15e-05 0.002972
0.000499983 -0.00149995 -0.0001355 0.0033305
0.000499983 -0.000999967 -0.0003805 0.00289
0.000499983 -0.000499983 -7.8e-05 0.002893
0.000499983 0 8.9e-05 0.0027355
0.000499983 0.000499983 -2.6e-05 0.00248
0.000499983 0.000999967 0.000117 0.0026495
0.000499983 0.00149995 -6.95e-05 0.0025095
0.000499983 0.00199993 -0.0001295 0.002642
0.000499983 0.00249992 -1.5e-05 0.002892
0.000499983 0.0029999 -3.9e-05 0.0032445
0.000499983 0.00349988 0.000108 0.0026635
0.000499983 0.00399987 -0.000135 0.00352
0.000499983 0.00449985 6.75e-05 0.0027235
0.000499983 0.00499983 3.35e-05 0.0023145
0.000499983 0.00549982 -2.6e-05 0.0023905
0.000499983 0.0059998 -8.05e-05 0.0026545
0.000499983 0.00649978 -0.000123 0.002787
0.000499983 0.00699977 -0.00022 0.0029685
0.000499983 0.00749975 -0.000272 0.002929
0.000499983 0.00799973 -0.0001685 0.0023255
0.000499983 0.00849972 0.0001795 0.0023885
0.000499983 0.0089997 0.0002955 0.0027515
0.000499983 0.00949968 2.5e-06 0.0030585
0.000499983 0.00999967 -0.0003265 0.0023475
0.000499983 0.0104996 -0.000346 0.0023315
0.000499983 0.0109996 -7.1e-05 0.002808
0.000499983 0.0114996 0.000128 0.0029175
0.000499983 0.0119996 0.0001835 0.0022855
0.000499983 0.0124996 -7.5e-06 0.002224
0.000499983 0.0129996 -9.3e-05 0.002185
0.000499983 0.0134996 9.5e-06 0.002153
0.000499983 0.0139995 -0.000244 0.002874
0.000499983 0.0144995 -0.000308 0.0024515
0.000499983 0.0149995 -0.000287 0.002206
0.000499983 0.0154995 -0.0001925 0.0021165
0.000499983 0.0159995 4.65e-05 0.002324
0.000499983 0.0164994 -0.0001475 0.0021265
0.000499983 0.0169994 -4.25e-05 0.002069
0.000499983 0.0174994 0.000155 0.0020865
0.000499983 0.0179994 -8.75e-05 0.002502
0.000499983 0.0184994 -6.8e-05 0.0022255
0.000499983 0.0189994 -1.3e-05 0.00233
0.000499983 0.0194993 -5.35e-05 0.0019245
0.000499983 0.0199993 -8e-06 0.0017525
0.000499983 0.0204993 2.25e-05 0.001963
0.000499983 0.0209993 -7.3e-05 0.002142
0.000499983 0.0214993 -0.0001295 0.0019575
0.000499983 0.0219993 -0.0001565 0.0018
0.000499983 0.0224992 -0.0001525 0.001655
0.000499983 0.0229992 -0.0001585 0.001704
0.000499983 0.0234992 -0.000152 0.001957
0.000499983 0.0239992 -0.0001905 0.0022375
0.000499983 0.0244992 -0.0003445 0.001761
0.000499983 0.0249992 -0.000174 0.0015665
0.000499983 0.0254992 -1.05e-05 0.00141
0.000499983 0.0259991 8.1e-05 0.0014395
0.000499983 0.0264991 3.7e-05 0.0015075
0.000499983 0.0269991 -1.5e-05 0.0013975
0.000499983 0.0274991 2.85e-05 0.0010835
0.000499983 0.0279991 -3.4e-05 0.0012115
0.000499983 0.0284991 -1.85e-05 0.000969
0.000499983 0.028999 -3.4e-05 0.0010615
0.000499983 0.029499 -0.0002065 0.0010665
0.000499983 0.029999 -0.000483 0.0007775
0.000999967 -0.029999 0.0023745 0.0131975
0.000999967 -0.029499 0.000278 0.0137675
0.000999967 -0.028999 0.0001785 0.014714
0.000999967 -0.0284991 -0.0004865 0.0133875
0.000999967 -0.0279991 -0.000488 0.01319
0.000999967 -0.0274991 -0.000484 0.012474
0.000999967 -0.0269991 -0.000118 0.013106
0.000999967 -0.0264991 -0.0004995 0.0123715
0.000999967 -0.0259991 -0.000565 0.0121265
0.000999967 -0.0254992 -0.000462 0.0125185
0.000999967 -0.0249992 -0.0005315 0.0117985
0.000999967 -0.0244992 -0.0005455 0.012583
0.000999967 -0.0239992 -0.0002975 0.011244
0.000999967 -0.0234992 0.0001185 0.0120835
0.000999967 -0.0229992 -0.000125 0.012352
0.000999967 -0.0224992 -0.000614 0.0123425
0.000999967 -0.0219993 -0.0002265 0.011868
0.000999967 -0.0214993 -0.0002345 0.011615
0.000999967 -0.0209993 -0.0002395 0.0114205
0.000999967 -0.0204993 -0.0002325 0.0112175
0.000999967 -0.0199993 -0.000212 0.0111025
0.000999967 -0.0194993 -0.000199 0.011048
0.000999967 -0.0189994 -0.0002065 0.011033
0.000999967 -0.0184994 -0.000262 0.0110335
0.000999967 -0.0179994 -0.0002595 0.010977
0.000999967 -0.0174994 -0.000257 0.0111245
0.000999967 -0.0169994 -0.000142 0.0106075
0.000999967 -0.0164994 -0.000188 0.0100715
0.000999967 -0.0159995 -0.0001895 0.0096225
0.000999967 -0.0154995 -6.55e-05 0.009924
0.000999967 -0.0149995 -0.0004155 0.0099405
0.000999967 -0.0144995 -0.0001835 0.009202
0.000999967 -0.0139995 -0.0001525 0.0096295
0.000999967 -0.0134996 0.0001505 0.0096485
0.000999967 -0.0129996 0.0002735 0.009612
0.000999967 -0.0124996 9.65e-05 0.009517
0.000999967 -0.0119996 -0.0003005 0.0098395
0.000999967 -0.0114996 -0.000478 0.0099045
0.000999967 -0.0109996 -0.0004405 0.0100125
0.000999967 -0.0104996 -0.000407 0.0095115
0.000999967 -0.00999967 -0.00047 0.009397
0.000999967 -0.00949968 -0.000456 0.0094645
0.000999967 -0.0089997 -0.0003865 0.009075
0.000999967 -0.00849972 -0.000134 0.008524
0.000999967 -0.00799973 -0.0002315 0.0093025
0.000999967 -0.00749975 -0.000252 0.008709
0.000999967 -0.00699977 -0.0002635 0.0085985
0.000999967 -0.00649978 -0.0002165 0.009025
0.000999967 -0.0059998 -4.25e-05 0.008615
0.000999967 -0.00549982 -0.0001005 0.0087335
0.000999967 -0.00499983 -0.0001935 0.0086585
0.000999967 -0.00449985 -0.0002755 0.0087095
0.000999967 -0.00399987 -0.000357 0.0090205
0.000999967 -0.00349988 -0.0001895 0.008206
0.000999967 -0.0029999 -5.1e-05 0.0087485
0.000999967 -0.00249992 -6.95e-05 0.0084585
0.000999967 -0.00199993 -0.000201 0.0086455
0.000999967 -0.00149995 -0.000287 0.009115
0.000999967 -0.000999967 -0.000304 0.00882
0.000999967 -0.000499983 -0.0001085 0.008053
0.000999967 0 -0.0002285 0.008794
0.000999967 0.000499983 4e-05 0.0078455
0.000999967 0.000999967 -0.0001485 0.0082265
0.000999967 0.00149995 -0.0003505 0.008038
0.000999967 0.00199993 -0.00033 0.0079045
0.000999967 0.00249992 -0.0001665 0.0083335
0.000999967 0.0029999 -0.000218 0.0085065
0.000999967 0.00349988 -0.0001835 0.0081145
0.000999967 0.00399987 -0.000339 0.0083735
0.000999967 0.00449985 -0.0003365 0.008305
0.000999967 0.00499983 -0.0002975 0.0078955
0.000999967 0.00549982 -0.000127 0.0078075
0.000999967 0.0059998 0.0001515 0.007984
0.000999967 0.00649978 -0.0003295 0.008562
0.000999967 0.00699977 -0.0005695 0.0080335
0.000999967 0.00749975 -0.000234 0.0076045
0.000999967 0.00799973 2.65e-05 0.0074905
0.000999967 0.00849972 -0.0002565 0.007393
0.000999967 0.0089997 -1.1e-05 0.00763
0.000999967 0.00949968 2.65e-05 0.0077655
0.000999967 0.00999967 -0.0005825 0.0081125
0.000999967 0.0104996 -0.0004875 0.0072885
0.000999967 0.0109996 -0.000149 0.007475
0.000999967 0.0114996 -3.35e-05 0.0074855
0.000999967 0.0119996 -0.00024 0.0077925
0.000999967 0.0124996 -0.000375 0.0070465
0.000999967 0.0129996 -0.0001105 0.0069495
0.000999967 0.0134996 -8.3e-05 0.007146
0.000999967 0.0139995 -0.0004195 0.007281
0.000999967 0.0144995 -0.000437 0.0074275
0.000999967 0.0149995 -0.0004145 0.006914
0.000999967 0.0154995 -0.0004625 0.0062025
0.000999967 0.0159995 -9.45e-05 0.006439
0.000999967 0.0164994 0.0002535 0.007128
0.000999967 0.0169994 -0.0002035 0.006033
0.000999967 0.0174994 -0.0003855 0.0065485
0.000999967 0.0179994 -0.000301 0.0060265
0.000999967 0.0184994 -0.0001265 0.006258
0.000999967 0.0189994 -7e-06 0.0063335
0.000999967 0.0194993 -0.000146 0.0061715
0.000999967 0.0199993 -7.45e-05 0.0056415
0.000999967 0.0204993 -0.0001445 0.0058325
0.000999967 0.0209993 -0.0003435 0.005864
0.000999967 0.0214993 -0.000227 0.005508
0.000999967 0.0219993 -0.000284 0.0054135
0.000999967 0.0224992 -0.0003115 0.005251
0.000999967 0.0229992 -0.000336 0.0050315
0.000999967 0.0234992 -0.0003095 0.0048665
0.000999967 0.0239992 -0.000351 0.004836
0.000999967 0.0244992 -0.0004815 0.0049045
0.000999967 0.0249992 -0.0002485 0.004544
0.000999967 0.0254992 -0.0001805 0.0043855
0.000999967 0.0259991 -7.2e-05 0.004216
0.000999967 0.0264991 3.5e-06 0.0040615
0.000999967 0.0269991 -0.000198 0.0039075
0.000999967 0.0274991 -0.0001595 0.0034295
0.000999967 0.0279991 -0.000143 0.0034205
0.000999967 0.0284991 -0.000138 0.003015
0.000999967 0.028999 -0.0001455 0.002955
0.000999967 0.029499 -0.0006495 0.0029005
0.000999967 0.029999 -0.0013145 0.0028075
0.00149995 -0.029999 0.002622 0.025854
0.00149995 -0.029499 0.000373 0.027789
0.00149995 -0.028999 -0.000433 0.0288495
0.00149995 -0.0284991 -0.0005845 0.027487
0.00149995 -0.0279991 -0.0003855 0.02647
0.00149995 -0.0274991 -0.000194 0.0266335
0.00149995 -0.0269991 -6.25e-05 0.0270125
0.00149995 -0.0264991 -0.0006365 0.027282
0.00149995 -0.0259991 -0.000983 0.026214
0.00149995 -0.0254992 -0.00106 0.0253835
0.00149995 -0.0249992 -0.0008745 0.025427
0.00149995 -0.0244992 -0.000618 0.024559
0.00149995 -0.0239992 -0.000481 0.0243255
0.00149995 -0.0234992 -0.0003265 0.0244695
0.00149995 -0.0229992 -0.000704 0.0239095
0.00149995 -0.0224992 -0.000793 0.0233685
0.00149995 -0.0219993 -0.0005075 0.0236885
0.00149995 -0.0214993 -0.000771 0.024039
0.00149995 -0.0209993 -0.0006005 0.0232035
0.00149995 -0.0204993 -0.0005545 0.0229705
0.00149995 -0.0199993 -0.000526 0.0228375
0.00149995 -0.0194993 -0.0005075 0.0226815
0.00149995 -0.0189994 -0.0005295 0.022475
0.00149995 -0.0184994 -0.0005965 0.022362
0.00149995 -0.0179994 -0.0005915 0.0220565
0.00149995 -0.0174994 -0.000564 0.021638
0.00149995 -0.0169994 -0.0004455 0.021154
0.00149995 -0.0164994 -0.000913 0.0205455
0.00149995 -0.0159995 -0.000408 0.0203765
0.00149995 -0.0154995 8.2e-05 0.0202435
0.00149995 -0.0149995 -0.000285 0.0209205
0.00149995 -0.0144995 -0.000646 0.020313
0.00149995 -0.0139995 -0.0006065 0.0203815
0.00149995 -0.0134996 -0.000359 0.020039
0.00149995 -0.0129996 -0.000517 0.019401
0.00149995 -0.0124996 -0.0008695 0.019292
0.00149995 -0.0119996 -0.000512 0.020123
0.00149995 -0.0114996 -0.0003665 0.0191705
0.00149995 -0.0109996 -0.0001075 0.0190355
0.00149995 -0.0104996 -0.0007275 0.019827
0.00149995 -0.00999967 -0.00073 0.019108
0.00149995 -0.00949968 -0.000704 0.019045
0.00149995 -0.0089997 -0.0005805 0.0191775
0.00149995 -0.00849972 -0.0006475 0.0188585
0.00149995 -0.00799973 -0.0007765 0.0190845
0.00149995 -0.00749975 -0.000599 0.0185105
0.00149995 -0.00699977 -0.00061 0.0183
0.00149995 -0.00649978 -0.000669 0.0182295
0.00149995 -0.0059998 -0.000435 0.018176
0.00149995 -0.00549982 -0.0003375 0.018378
0.00149995 -0.00499983 -0.000438 0.018779
0.00149995 -0.00449985 -0.000589 0.0183585
0.00149995 -0.00399987 -0.000732 0.0180865
0.00149995 -0.00349988 -0.00061 0.0175865
0.00149995 -0.0029999 -0.000325 0.017365
0.00149995 -0.00249992 -0.000104 0.018099
0.00149995 -0.00199993 -0.00044 0.0179615
0.00149995 -0.00149995 -0.000858 0.0174855
0.00149995 -0.000999967 -0.000899 0.017951
0.00149995 -0.000499983 -0.000715 0.01752
0.00149995 0 -0.000704 0.01753
0.00149995 0.000499983 -0.0006595 0.0170645
0.00149995 0.000999967 -0.000676 0.017176
0.00149995 0.00149995 -0.000569 0.0170285
0.00149995 0.00199993 -0.0004315 0.016756
0.00149995 0.00249992 -0.000475 0.0168045
0.00149995 0.0029999 -0.0005395 0.0168045
0.00149995 0.00349988 -0.000606 0.017103
0.00149995 0.00399987 -0.000725 0.0168765
0.00149995 0.00449985 -0.00087 0.0168855
0.00149995 0.00499983 -0.0007265 0.0166
0.00149995 0.00549982 -0.000692 0.0161255
0.00149995 0.0059998 -0.0005555 0.0166265
0.00149995 0.00649978 -0.000853 0.0160695
0.00149995 0.00699977 -0.000568 0.015886
0.00149995 0.00749975 0.000102 0.0157915
0.00149995 0.00799973 -0.0003035 0.016123
0.00149995 0.00849972 -0.00061 0.016127
0.00149995 0.0089997 -0.0007565 0.0156975
0.00149995 0.00949968 -0.000772 0.015402
0.00149995 0.00999967 -0.0008395 0.015604
0.00149995 0.0104996 -0.000509 0.015405
0.00149995 0.0109996 -0.0004665 0.015504
0.00149995 0.0114996 -0.0005395 0.0155725
0.00149995 0.0119996 -0.000827 0.0154105
0.00149995 0.0124996 -0.000382 0.0148955
0.00149995 0.0129996 -0.000458 0.0146945
0.00149995 0.0134996 -0.0005265 0.0145705
0.00149995 0.0139995 -0.0005945 0.014562
0.00149995 0.0144995 -0.000676 0.014619
0.00149995 0.0149995 -0.0007685 0.014696
0.00149995 0.0154995 -0.0006195 0.013587
0.00149995 0.0159995 -0.0004215 0.0138275
0.00149995 0.0164994 -0.000272 0.0142225
0.00149995 0.0169994 -0.000949 0.014056
0.00149995 0.0174994 -0.000927 0.0138985
0.00149995 0.0179994 -0.0007255 0.013471
0.00149995 0.0184994 -0.0002515 0.0127825
0.00149995 0.0189994 -0.0005055 0.0127945
0.00149995 0.0194993 -0.000517 0.0123675
0.00149995 0.0199993 -0.0004615 0.012383
0.00149995 0.0204993 -0.000665 0.0122515
0.00149995 0.0209993 -0.00077 0.01169
0.00149995 0.0214993 -0.0004715 0.011567
0.00149995 0.0219993 -0.000534 0.0113065
0.00149995 0.0224992 -0.0006205 0.010979
0.00149995 0.0229992 -0.0006335 0.0105815
0.00149995 0.0234992 -0.000588 0.010305
0.00149995 0.0239992 -0.0004965 0.0100705
0.00149995 0.0244992 -0.00056 0.009593
0.00149995 0.0249992 -0.0003465 0.009391
0.00149995 0.0254992 -0.000356 0.009133
0.00149995 0.0259991 -0.0002265 0.0086155
0.00149995 0.0264991 -0.000208 0.0084815
0.00149995 0.0269991 -0.0005245 0.0080375
0.00149995 0.0274991 -0.000506 0.007411
0.00149995 0.0279991 -0.000481 0.007108
0.00149995 0.0284991 -0.000499 0.0065915
0.00149995 0.028999 -0.0004165 0.006037
0.00149995 0.029499 -0.0009095 0.00587
0.00149995 0.029999 -0.0017045 0.005766
0.00199993 -0.029999 0.009171 0.043704
0.00199993 -0.029499 0.0024575 0.047138
0.00199993 -0.028999 -0.0012765 0.048871
0.00199993 -0.0284991 -0.0013865 0.047257
0.00199993 -0.0279991 -0.001322 0.0465495
0.00199993 -0.0274991 -0.0005685 0.0450435
0.00199993 -0.0269991 -0.0004945 0.044964
0.00199993 -0.0264991 -0.000872 0.0452625
0.00199993 -0.0259991 -0.0010135 0.044616
0.00199993 -0.0254992 -0.0011405 0.043919
0.00199993 -0.0249992 -0.001244 0.043394
0.00199993 -0.0244992 -0.0010545 0.042705
0.00199993 -0.0239992 -0.001037 0.042517
0.00199993 -0.0234992 -0.00105 0.0412325
0.00199993 -0.0229992 -0.000889 0.0407665
0.00199993 -0.0224992 -0.0008745 0.040689
0.00199993 -0.0219993 -0.000978 0.0407925
0.00199993 -0.0214993 -0.001806 0.040698
0.00199993 -0.0209993 -0.001488 0.039731
0.00199993 -0.0204993 -0.00094 0.039232
0.00199993 -0.0199993 -0.0010275 0.0391305
0.00199993 -0.0194993 -0.0010885 0.038705
0.00199993 -0.0189994 -0.001103 0.0382735
0.00199993 -0.0184994 -0.0011705 0.0378325
0.00199993 -0.0179994 -0.0010355 0.0376195
0.00199993 -0.0174994 -0.001394 0.0366025
0.00199993 -0.0169994 -0.000769 0.0361035
0.00199993 -0.0164994 -0.001092 0.0362045
0.00199993 -0.0159995 -0.001286 0.0359605
0.00199993 -0.0154995 -0.001129 0.0353725
0.00199993 -0.0149995 -0.000562 0.035374
0.00199993 -0.0144995 -0.000872 0.0351165
0.00199993 -0.0139995 -0.001104 0.034902
0.00199993 -0.0134996 -0.001281 0.03469
0.00199993 -0.0129996 -0.00138 0.034284
0.00199993 -0.0124996 -0.0012 0.0344575
0.00199993 -0.0119996 -0.0009105 0.0339965
0.00199993 -0.0114996 -0.0013695 0.033632
0.00199993 -0.0109996 -0.000794 0.0340235
0.00199993 -0.0104996 -0.001293 0.033433
0.00199993 -0.00999967 -0.0018055 0.0336715
0.00199993 -0.00949968 -0.0011185 0.032442
0.00199993 -0.0089997 -0.0009055 0.033061
0.00199993 -0.00849972 -0.0007095 0.0336715
0.00199993 -0.00799973 -0.001273 0.032649
0.00199993 -0.00749975 -0.0020735 0.0324425
0.00199993 -0.00699977 -0.0017825 0.032121
0.00199993 -0.00649978 -0.0011805 0.0314795
0.00199993 -0.0059998 -0.0010385 0.031485
0.00199993 -0.00549982 -0.000288 0.031773
0.00199993 -0.00499983 -0.001323 0.0324415
0.00199993 -0.00449985 -0.0018085 0.0322775
0.00199993 -0.00399987 -0.00159 0.0313255
0.00199993 -0.00349988 -0.001437 0.0311605
0.00199993 -0.0029999 -0.001045 0.0306915
0.00199993 -0.00249992 -0.0007285 0.0312355
0.00199993 -0.00199993 -0.0009755 0.031668
0.00199993 -0.00149995 -0.0018195 0.03171
0.00199993 -0.000999967 -0.002011 0.0308145
0.00199993 -0.000499983 -0.001545 0.0303015
0.00199993 0 -0.001153 0.029506
0.00199993 0.000499983 -0.0011255 0.029812
0.00199993 0.000999967 -0.001251 0.0296705
0.00199993 0.00149995 -0.0013295 0.0294175
0.00199993 0.00199993 -0.0012395 0.029307
0.00199993 0.00249992 -0.0011925 0.0292855
0.00199993 0.0029999 -0.0013205 0.0292355
0.00199993 0.00349988 -0.0012235 0.0292055
0.00199993 0.00399987 -0.001383 0.0296715
0.00199993 0.00449985 -0.0015415 0.0287015
0.00199993 0.00499983 -0.0017345 0.0287665
0.00199993 0.00549982 -0.0013065 0.028003
0.00199993 0.0059998 -0.0011835 0.028667
0.00199993 0.00649978 -0.001562 0.0284735
0.00199993 0.00699977 -0.001157 0.027615
0.00199993 0.00749975 -0.000851 0.027646
0.00199993 0.00799973 -0.001042 0.02805
0.00199993 0.00849972 -0.0012935 0.0278055
0.00199993 0.0089997 -0.001256 0.0274655
0.00199993 0.00949968 -0.0010715 0.027014
0.00199993 0.00999967 -0.001356 0.027848
0.00199993 0.0104996 -0.001389 0.026643
0.00199993 0.0109996 -0.001136 0.026732
0.00199993 0.0114996 -0.0009285 0.0266615
0.00199993 0.0119996 -0.001423 0.0261315
0.00199993 0.0124996 -0.00135 0.0262955
0.00199993 0.0129996 -0.00107 0.0256495
0.00199993 0.0134996 -0.0014445 0.02532
0.00199993 0.0139995 -0.0014485 0.0247185
0.00199993 0.0144995 -0.001249 0.024445
0.00199993 0.0149995 -0.001389 0.0248195
0.00199993 0.0154995 -0.0009645 0.024059
0.00199993 0.0159995 -0.0007685 0.023919
0.00199993 0.0164994 -0.0011355 0.0236435
0.00199993 0.0169994 -0.0015715 0.0239185
0.00199993 0.0174994 -0.000894 0.0228185
0.00199993 0.0179994 -0.0017185 0.023199
0.00199993 0.0184994 -0.0017605 0.0225725
0.00199993 0.0189994 -0.0013525 0.021779
0.00199993 0.0194993 -0.0007995 0.021163
0.00199993 0.0199993 -0.0010075 0.0212465
0.00199993 0.0204993 -0.0013105 0.020743
0.00199993 0.0209993 -0.001255 0.020279
0.00199993 0.0214993 -0.0011505 0.0199805
0.00199993 0.0219993 -0.0012035 0.019544
0.00199993 0.0224992 -0.0011965 0.0190435
0.00199993 0.0229992 -0.0012195 0.0184375
0.00199993 0.0234992 -0.0011545 0.0176275
0.00199993 0.0239992 -0.0009315 0.017457
0.00199993 0.0244992 -0.00079 0.0167825
0.00199993 0.0249992 -0.0007485 0.0164905
0.00199993 0.0254992 -0.0010185 0.0158805
0.00199993 0.0259991 -0.0011085 0.0151035
0.00199993 0.0264991 -0.0006145 0.0144425
0.00199993 0.0269991 -0.000864 0.013823
0.00199993 0.0274991 -0.00109 0.0131605
0.00199993 0.0279991 -0.001202 0.0124315
0.00199993 0.0284991 -0.0011955 0.011799
0.00199993 0.028999 -0.0008425 0.010686
0.00199993 0.029499 -0.000516 0.0100795
0.00199993 0.029999 -0.0008585 0.0093245
0.00249992 -0.029999 0.00807 0.0726525
0.00249992 -0.029499 0.0001245 0.0735395
0.00249992 -0.028999 -0.002508 0.0737705
0.00249992 -0.0284991 -0.002471 0.072483
0.00249992 -0.0279991 -0.001978 0.07188
0.00249992 -0.0274991 -0.0013525 0.069958
0.00249992 -0.0269991 -0.000792 0.0696315
0.00249992 -0.0264991 -0.001468 0.0698465
0.00249992 -0.0259991 -0.001542 0.0681875
0.00249992 -0.0254992 -0.001544 0.067512
0.00249992 -0.0249992 -0.0016095 0.0661975
0.00249992 -0.0244992 -0.0018395 0.066222
0.00249992 -0.0239992 -0.0019375 0.0649165
0.00249992 -0.0234992 -0.001863 0.063593
0.00249992 -0.0229992 -0.001732 0.0632065
